Sample.ID,Sample.ID2,Size,Diet,Diet.1,Genus,Species,Genus.modif,Species.modif,Taxon1,Taxon,Body.mass.mean,Museum.ID.2,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel-VSMOW,d.180.enamelVPDB,X.N,X.C,C.N,c.N2,commnets,analyzed.at.UNM.publication,Amino Acid 
41229-17415,41229-17415,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,F3,0.536,6.3,-22.4,,,,11.6,35.2,3,0,,x,
41229-17239,41229-17239,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,095-100,7057,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D9,0.602,5.2,-22.3,,,,11.9,35.3,3,0,,x,
41229-17308,41229-17308,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E8,0.541,5.6,-22.3,,,,15.1,43.8,2.9,0,,x,
41229-17248,41229-17248,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,095-100,7057,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E5,0.548,6.1,-22.2,,,,14,41.8,3,0,,x,
41229-2926,41229-2926,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C10,0.544,4.4,-22.1,,,,10.9,34.2,3.1,0,,x,
41229-17411,41229-17411,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,H10,0.512,4,-21.9,,,,8.1,25.2,3.1,0,,x,
41229-17327,41229-17327,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,125-130,9033,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H8,0.507,4.7,-21.8,,,,11.8,35,3,0,,x,
41229-17379,41229-17379,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F6,0.543,6.8,-21.7,,,,14.9,43.4,2.9,0,,x,
41229-9509,41229-9509,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D4,0.537,4.1,-21.6,,,,16.1,46.3,2.9,0,,x,
41229-17156,41229-17156,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G9,0.511,5,-21.6,,,,16.5,48.2,2.9,0,,x,
41229-17391,41229-17391,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G2,0.555,7.3,-21.5,,,,15.1,43,2.9,0,,x,
41229-17003,41229-17003,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H6,0.567,3.5,-21.5,,,,15.5,45.3,2.9,0,,x,
41229-17146,41229-17146,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A11,0.536,4.4,-21.5,,,,15.7,45.4,2.9,0,,x,
41229-17232,41229-17232,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F9,0.507,6.2,-21.4,,,,12.1,36.5,3,0,,x,
41229-17451,41229-17451,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,155-160,11010,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,C8,0.582,4.8,-21.3,,,,14.7,42.7,2.9,0,,x,
41229-17029,41229-17029,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C11,0.546,3,-21.3,,,,15.8,45.5,2.9,0,,x,
41229-17078,41229-17078,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G4,0.514,4.4,-21.3,,,,14.9,43.6,2.9,0,,x,
41229-17383,41229-17383,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E4,0.529,4.3,-21.2,,,,9.6,29.5,3.1,0,,x,
41229-17413,41229-17413,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,E3,0.562,6.8,-21.2,,,,11.7,33.8,2.9,0,,x,
41229-17084,41229-17084,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G1,0.534,4.7,-21.2,,,,14.5,42.8,2.9,0,,x,
41229-17171,41229-17171,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A7,0.537,6.9,-21.1,,,,13.8,41.6,3,0,,x,
41229-17417,41229-17417,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,B4,0.575,6.1,-21,,,,6.1,18.4,3,0,,x,
41229-17453,41229-17453,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,155-160,11010,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,H3,0.554,6.5,-20.9,,,,10.4,31.6,3,0,,x,
41229-17278,41229-17278,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G3,0.539,3.8,-20.9,,,,15.8,44.3,2.8,0,,x,
41229-17392,41229-17392,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E10,0.569,6.4,-20.8,,,,15.5,44.3,2.9,0,,x,
41229-17270,41229-17270,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,105-110,7716,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B3,0.524,6.3,-20.8,,,,10,28.8,2.9,0,,x,
41229-17221,41229-17221,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,085-090,6398,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D2,0.538,7.3,-20.5,,,,15.5,42.5,2.7,0,,x,
41229-17122,41229-17122,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F6,0.565,4.2,-20.4,,,,16,44.9,2.8,0,,x,
41229-17285,41229-17285,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E11,0.576,5.6,-20.4,,,,14.3,41.8,2.9,0,,x,
41229-17386,41229-17386,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F12,0.527,6.1,-20.3,,,,15.3,43.6,2.9,0,,x,
41229-17061,41229-17061,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A1,0.603,3.1,-20.3,,,,15.3,46.5,3,0,,x,
41229-17387,41229-17387,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B7,0.55,7.1,-20.2,,,,14.5,42.3,2.9,0,,x,
41229-17296,41229-17296,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,115-120,8375,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E12,0.545,6.3,-20.1,,,,12.3,36.6,3,0,,x,
41229-17079,41229-17079,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D11,0.578,5.9,-20,,,,15.2,44.7,2.9,0,,x,
41229-2939,41229-2939,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E5,0.529,4.3,-19.4,,,,16.3,45.2,2.8,0,,x,
41229-17159,41229-17159,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C11,0.565,4.3,-19.4,,,,16,43.2,2.7,0,,x,
41229-17271,41229-17271,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,105-110,7716,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C3,0.565,6.5,-19.3,,,,14.5,41.6,2.9,0,,x,
41229-7438,41229-7438,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D10,0.532,5.4,-19.2,,,,14.4,41.8,2.9,0,,x,
41229-9510,41229-9510,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D8,0.578,5.8,-19.2,,,,15.5,44.1,2.8,0,,x,
41229-17418,41229-17418,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,B6,0.575,4,-19.1,,,,14,40.3,2.9,0,,x,
41229-17454,41229-17454,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,155-160,11010,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,A8,0.594,7,-19.1,,,,10.8,31.7,2.9,0,,x,
41229-17081,41229-17081,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D2,0.519,5.3,-19.1,,,,13.5,39.9,2.9,0,,x,
41229-17191,41229-17191,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,080-085,6069,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B8,0.515,4.5,-19.1,,,,13.4,38.2,2.9,0,,x,
41229-17325,41229-17325,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,125-130,9033,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B11,0.528,6.7,-19.1,,,,14.9,42.1,2.8,0,,x,
41229-9989,41229-9989,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B9,0.562,4.6,-18.9,,,,16,45.6,2.8,0,,x,
41229-17422,41229-17422,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,2,C7,0.595,4,-18.8,,,,13.8,40.3,2.9,0,,x,
41229-17289,41229-17289,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,115-120,8375,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B10,0.574,5.8,-18.8,,,,14.8,43,2.9,0,,x,
41229-2594,41229-2594,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,105-110,7716,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H2,0.553,6.4,-18.6,,,,13.8,42.6,3.1,0,,x,
41229-5921,41229-5921,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B5,0.563,6.6,-18.6,,,,14.3,44.4,3.1,0,,x,
41229-17087,41229-17087,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D7,0.561,7.6,-18.6,,,,14.8,42.1,2.8,0,,x,
41229-16974,41229-16974,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,010-015,1458,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A9,0.535,5.7,-18.5,,,,15.3,44,2.9,0,,x,
41229-17040,41229-17040,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C1,0.564,3.7,-18.5,,,,14.9,42.4,2.8,0,,x,
41229-17244,41229-17244,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,095-100,7057,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F4,0.549,5.5,-18.5,,,,15.2,43.5,2.9,0,,x,
41229-17272,41229-17272,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,105-110,7716,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E2,0.592,7.5,-18.5,,,,13.5,39.1,2.9,0,,x,
41229-866,41229-866,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,015-020,1787,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D1,0.53,4.6,-18.4,,,,15.4,44.3,2.9,0,,x,
41229-17038,41229-17038,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B7,0.579,4.8,-18.4,,,,15.7,43.2,2.8,0,,x,
41229-17066,41229-17066,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E4,0.558,6.3,-18.4,,,,13.2,39.5,3,0,,x,
41229-1596,41229-1596,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F12,0.594,5.6,-18.3,,,,16.4,45.7,2.8,0,,x,
41229-2896,41229-2896,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,030-035,2775,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F5,0.554,5.9,-18.3,,,,14.1,40.5,2.9,0,,x,
41229-17033,41229-17033,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A7,0.574,4.4,-18.3,,,,16.1,46,2.8,0,,x,
41229-17290,41229-17290,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,115-120,8375,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H5,0.591,6.2,-18.3,,,,14.8,43.3,2.9,0,,x,
41229-17157,41229-17157,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D12,0.585,4.9,-18.2,,,,15.3,41.9,2.7,0,,x,
41229-17173,41229-17173,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A1,0.552,3.2,-18.2,,,,13.3,39.2,2.9,0,,x,
41229-4998,41229-4998,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F3,0.537,7.2,-18.1,,,,14.3,40.4,2.8,0,,x,
41229-5922,41229-5922,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C5,0.538,6.6,-18.1,,,,14.8,44.8,3,0,,x,
41229-17032,41229-17032,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D8,0.567,3.7,-18.1,,,,15.6,45.5,2.9,0,,x,
41229-17042,41229-17042,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E8,0.511,6,-18.1,,,,16.1,45.4,2.8,0,,x,
41229-17256,41229-17256,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,100-105,7386,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,H1,0.519,5,-18.1,,,,11.7,36.2,3.1,0,,x,
41229-17416,41229-17416,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,F8,0.587,4.9,-18,,,,11.4,34,3,0,,x,
41229-17172,41229-17172,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G6,0.593,5.7,-18,,,,12,36.4,3,0,,x,
41229-17276,41229-17276,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B2,0.554,5.7,-18,,,,16.5,46.3,2.8,0,,x,
41229-17314,41229-17314,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F11,0.584,5.1,-18,,,,15.9,44.3,2.8,0,,x,
41229-16978,41229-16978,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,010-015,1458,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E10,0.522,4.2,-17.9,,,,15.2,44,2.9,0,,x,
41229-17116,41229-17116,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B11,0.574,4.8,-17.9,,,,14.7,42.4,2.9,0,,x,
41229-17142,41229-17142,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G1,0.567,3.8,-17.9,,,,14.5,42.2,2.9,0,,x,
41229-17151,41229-17151,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D5,0.553,5,-17.9,,,,14.7,42.2,2.9,0,,x,
41229-17154,41229-17154,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G9,0.576,6,-17.9,,,,15.6,45.7,2.9,0,,x,
41229-17254,41229-17254,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,100-105,7386,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C1,0.584,5.3,-17.9,,,,15.6,44.6,2.9,0,,x,
41229-17026,41229-17026,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B8,0.538,4.1,-17.8,,,,16.6,47.6,2.9,0,,x,
41229-17235,41229-17235,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G3,0.571,6.2,-17.8,,,,13.4,40.3,3,0,,x,
41229-16992,41229-16992,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,015-020,1787,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G5,0.565,4.7,-17.7,,,,14.8,45,3,0,,x,
41229-16997,41229-16997,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,015-020,1787,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G10,0.548,4.6,-17.7,,,,17,49.3,2.9,0,,x,
